input,label
Problem: 6/18 x 2/5 | Student Answer: 1/3,conv-a
Problem: 5 7/19 x 8/15 | Student Answer: 27 1/2,pf-e
Problem: 5 7/19 x 8/15 | Student Answer: 2 5/6,a
Problem: 1/2 ÷ 1 5/7 | Student Answer: 1 2/3,conv-a
Problem: 1/2 ÷ 1 5/7 | Student Answer: 6/7,conv-b
Problem: 1/2 ÷ 1 5/7 | Student Answer: 1 2/3,conv-c
Problem: 1/2 ÷ 1 5/7 | Student Answer: -1 2/9,conv-d
Problem: 1/2 ÷ 1 5/7 | Student Answer: -7/24,po-a
Problem: 1/2 ÷ 1 5/7 | Student Answer: 3 3/7,po-b
Problem: 1/2 ÷ 1 5/7 | Student Answer: 1 4/9,po-c
Problem: 1/2 ÷ 1 5/7 | Student Answer: 7/24,po-d
Problem: 1/2 ÷ 1 5/7 | Student Answer: 1 1/3,pf-a
Problem: 1/2 ÷ 1 5/7 | Student Answer: 6/1,pf-b
Problem: 1/2 ÷ 1 5/7 | Student Answer: 13/14,pf-c
Problem: 1/2 ÷ 1 5/7 | Student Answer: 1/9,pf-d
Problem: 1/2 ÷ 1 5/7 | Student Answer: -2 3/5,pf-e
Problem: 1/2 ÷ 1 5/7 | Student Answer: 1/3,a
Problem: 6/10 ÷ 10/15 | Student Answer: 2/5,conv-a
Problem: 6/10 ÷ 10/15 | Student Answer: 2/5,conv-b
Problem: 6/10 ÷ 10/15 | Student Answer: 1 1/15,conv-c
Problem: 6/10 ÷ 10/15 | Student Answer: -4/25,conv-d
Problem: 6/10 ÷ 10/15 | Student Answer: -9/10,po-a
Problem: 6/10 ÷ 10/15 | Student Answer: 1 1/9,po-b
Problem: 6/10 ÷ 10/15 | Student Answer: 16/25,po-c
Problem: 6/10 ÷ 10/15 | Student Answer: 9/10,po-d
Problem: 6/10 ÷ 10/15 | Student Answer: 2 2/5,pf-a
Problem: 6/10 ÷ 10/15 | Student Answer: 6/1,pf-b
Problem: 6/10 ÷ 10/15 | Student Answer: 8/75,pf-c
Problem: 6/10 ÷ 10/15 | Student Answer: 6/25,pf-d
Problem: 6/10 ÷ 10/15 | Student Answer: -3 1/5,pf-e
Problem: 6/10 ÷ 10/15 | Student Answer: 1/1,a
Problem: 15/16 x 8/9 | Student Answer: 1 14/25,conv-a
Problem: 15/16 x 8/9 | Student Answer: 1 7/128,conv-b
Problem: 15/16 x 8/9 | Student Answer: 1 14/25,conv-c
Problem: 15/16 x 8/9 | Student Answer: 7/25,conv-d
Problem: 15/16 x 8/9 | Student Answer: -5/6,po-a
Problem: 15/16 x 8/9 | Student Answer: 1 1/5,po-b
Problem: 15/16 x 8/9 | Student Answer: 1/1,po-c
Problem: 15/16 x 8/9 | Student Answer: 23/144,po-d
Problem: 15/16 x 8/9 | Student Answer: 4 4/5,pf-a
Problem: 15/16 x 8/9 | Student Answer: 7 1/2,pf-b
Problem: 15/16 x 8/9 | Student Answer: 23/144,pf-c
Problem: 15/16 x 8/9 | Student Answer: 3/5,pf-d
Problem: 15/16 x 8/9 | Student Answer: 3 2/7,pf-e
Problem: 15/16 x 8/9 | Student Answer: 2/3,a
Problem: 1/5 - 5/11 | Student Answer: 11/16,conv-a
Problem: 1/5 - 5/11 | Student Answer: 5/11,conv-b
Problem: 1/5 - 5/11 | Student Answer: 6/11,conv-c
Problem: 1/5 - 5/11 | Student Answer: 2/3,conv-d
Problem: 1/5 - 5/11 | Student Answer: 14/55,po-a
Problem: 1/5 - 5/11 | Student Answer: -3 13/14,po-b
Problem: 1/5 - 5/11 | Student Answer: 1/11,po-c
Problem: 1/5 - 5/11 | Student Answer: 6/55,po-d
Problem: 1/5 - 5/11 | Student Answer: 13 1/5,pf-a
Problem: 1/5 - 5/11 | Student Answer: 6/11,pf-b
Problem: 1/5 - 5/11 | Student Answer: 11/80,pf-c
Problem: 1/5 - 5/11 | Student Answer: 6/11,pf-d
Problem: 1/5 - 5/11 | Student Answer: -4/55,pf-e
Problem: 1/5 - 5/11 | Student Answer: -1/4,a
Problem: 4/20 + 1/4 | Student Answer: 1/20,conv-a
Problem: 4/20 + 1/4 | Student Answer: 20 1/4,conv-b
Problem: 4/20 + 1/4 | Student Answer: 1 1/80,conv-c
Problem: 4/20 + 1/4 | Student Answer: 1/8,conv-d
Problem: 4/20 + 1/4 | Student Answer: -9/20,po-a
Problem: 4/20 + 1/4 | Student Answer: 2 2/9,po-b
Problem: 4/20 + 1/4 | Student Answer: 1/20,po-c
Problem: 4/20 + 1/4 | Student Answer: 1/16,po-d
Problem: 4/20 + 1/4 | Student Answer: 1/1,pf-a
Problem: 4/20 + 1/4 | Student Answer: 1/4,pf-b
Problem: 4/20 + 1/4 | Student Answer: 1/6,pf-c
Problem: 4/20 + 1/4 | Student Answer: 1/5,pf-d
Problem: 4/20 + 1/4 | Student Answer: 5/16,pf-e
Problem: 4/20 + 1/4 | Student Answer: 3/7,a
Problem: 8/18 x 1 9/13 | Student Answer: 2 4/9,conv-a
Problem: 8/18 x 1 9/13 | Student Answer: 26/99,conv-b
Problem: 8/18 x 1 9/13 | Student Answer: 1 17/31,conv-c
Problem: 8/18 x 1 9/13 | Student Answer: -14/31,conv-d
Problem: 8/18 x 1 9/13 | Student Answer: -88/117,po-a
Problem: 8/18 x 1 9/13 | Student Answer: 1 29/88,po-b
Problem: 8/18 x 1 9/13 | Student Answer: -2 4/5,po-c
Problem: 8/18 x 1 9/13 | Student Answer: 5/39,po-d
Problem: 8/18 x 1 9/13 | Student Answer: 5 21/31,pf-a
Problem: 8/18 x 1 9/13 | Student Answer: 9 7/9,pf-b
Problem: 8/18 x 1 9/13 | Student Answer: 5/39,pf-c
Problem: 8/18 x 1 9/13 | Student Answer: 8/31,pf-d
Problem: 8/18 x 1 9/13 | Student Answer: 6/1,pf-e
Problem: 8/18 x 1 9/13 | Student Answer: 44/59,a
Problem: 6/12 x 5/11 | Student Answer: 1/1,conv-a
Problem: 6/12 x 5/11 | Student Answer: 1 1/10,conv-b
Problem: 6/12 x 5/11 | Student Answer: 15/22,conv-c
Problem: 6/12 x 5/11 | Student Answer: 1/23,conv-d
Problem: 6/12 x 5/11 | Student Answer: -5/22,po-a
Problem: 6/12 x 5/11 | Student Answer: 4 2/5,po-b
Problem: 6/12 x 5/11 | Student Answer: 1/1,po-c
Problem: 6/12 x 5/11 | Student Answer: 1/12,po-d
Problem: 6/12 x 5/11 | Student Answer: 1 7/23,pf-a
Problem: 6/12 x 5/11 | Student Answer: 2 1/2,pf-b
Problem: 6/12 x 5/11 | Student Answer: 1/12,pf-c
Problem: 6/12 x 5/11 | Student Answer: 6/23,pf-d
Problem: 6/12 x 5/11 | Student Answer: 11/1,pf-e
Problem: 6/12 x 5/11 | Student Answer: 5/11,a
Problem: 8/14 ÷ 2 8/13 | Student Answer: 2 2/27,conv-a
Problem: 8/14 ÷ 2 8/13 | Student Answer: 1 45/91,conv-b
Problem: 8/14 ÷ 2 8/13 | Student Answer: 73/91,conv-c
Problem: 8/14 ÷ 2 8/13 | Student Answer: -26/27,conv-d
Problem: 8/14 ÷ 2 8/13 | Student Answer: -26/119,po-a
Problem: 8/14 ÷ 2 8/13 | Student Answer: 4 15/26,po-b
Problem: 8/14 ÷ 2 8/13 | Student Answer: 1 5/9,po-c
Problem: 8/14 ÷ 2 8/13 | Student Answer: 26/119,po-d
Problem: 8/14 ÷ 2 8/13 | Student Answer: 10 2/27,pf-a
Problem: 8/14 ÷ 2 8/13 | Student Answer: 19 3/7,pf-b
Problem: 8/14 ÷ 2 8/13 | Student Answer: 3/13,pf-c
Problem: 8/14 ÷ 2 8/13 | Student Answer: 8/27,pf-d
Problem: 8/14 ÷ 2 8/13 | Student Answer: 42/1,pf-e
Problem: 8/14 ÷ 2 8/13 | Student Answer: 25/119,a
Problem: 5 3/15 x 5/8 | Student Answer: 4 6/23,conv-a
Problem: 5 3/15 x 5/8 | Student Answer: 8 8/25,conv-b
Problem: 5 3/15 x 5/8 | Student Answer: 9 19/24,conv-c
Problem: 5 3/15 x 5/8 | Student Answer: 3 4/23,conv-d
Problem: 5 3/15 x 5/8 | Student Answer: -3 1/4,po-a
Problem: 5 3/15 x 5/8 | Student Answer: 4/13,po-b
Problem: 5 3/15 x 5/8 | Student Answer: 10 3/7,po-c
Problem: 5 3/15 x 5/8 | Student Answer: 83/120,po-d
Problem: 5 3/15 x 5/8 | Student Answer: 16 22/23,pf-a
Problem: 5 3/15 x 5/8 | Student Answer: 26/1,pf-b
Problem: 5 3/15 x 5/8 | Student Answer: 83/120,pf-c
Problem: 5 3/15 x 5/8 | Student Answer: 3 9/23,pf-d
Problem: 5 3/15 x 5/8 | Student Answer: 11 6/7,pf-e
Problem: 5 3/15 x 5/8 | Student Answer: 3 1/2,a
Problem: 8/13 ÷ 1/4 | Student Answer: 1 5/17,conv-a
Problem: 8/13 ÷ 1/4 | Student Answer: 2/13,conv-b
Problem: 8/13 ÷ 1/4 | Student Answer: 2 1/52,conv-c
Problem: 8/13 ÷ 1/4 | Student Answer: 7/17,conv-d
Problem: 8/13 ÷ 1/4 | Student Answer: -2 6/13,po-a
Problem: 8/13 ÷ 1/4 | Student Answer: 13/32,po-b
Problem: 8/13 ÷ 1/4 | Student Answer: 9/17,po-c
Problem: 8/13 ÷ 1/4 | Student Answer: 2 6/13,po-d
Problem: 8/13 ÷ 1/4 | Student Answer: 8/17,pf-a
Problem: 8/13 ÷ 1/4 | Student Answer: 8/13,pf-b
Problem: 8/13 ÷ 1/4 | Student Answer: 9/52,pf-c
Problem: 8/13 ÷ 1/4 | Student Answer: 8/17,pf-d
Problem: 8/13 ÷ 1/4 | Student Answer: 1/1,pf-e
Problem: 8/13 ÷ 1/4 | Student Answer: 4 12/13,a
Problem: 3 4/5 ÷ 12/13 | Student Answer: 1 13/18,conv-a
Problem: 3 4/5 ÷ 12/13 | Student Answer: 3 33/65,conv-b
Problem: 3 4/5 ÷ 12/13 | Student Answer: 1 42/65,conv-c
Problem: 3 4/5 ÷ 12/13 | Student Answer: 7/18,conv-d
Problem: 3 4/5 ÷ 12/13 | Student Answer: -4 7/60,po-a
Problem: 3 4/5 ÷ 12/13 | Student Answer: 60/247,po-b
Problem: 3 4/5 ÷ 12/13 | Student Answer: 1 13/18,po-c
Problem: 3 4/5 ÷ 12/13 | Student Answer: 4 7/60,po-d
Problem: 3 4/5 ÷ 12/13 | Student Answer: 12 2/3,pf-a
Problem: 3 4/5 ÷ 12/13 | Student Answer: 45 3/5,pf-b
Problem: 3 4/5 ÷ 12/13 | Student Answer: 31/65,pf-c
Problem: 3 4/5 ÷ 12/13 | Student Answer: 1 1/18,pf-d
Problem: 3 4/5 ÷ 12/13 | Student Answer: -3 7/8,pf-e
Problem: 3 4/5 ÷ 12/13 | Student Answer: 8 7/30,a
Problem: 2 7/11 x 10/15 | Student Answer: 1 1/2,conv-a
Problem: 2 7/11 x 10/15 | Student Answer: 3 21/22,conv-b
Problem: 2 7/11 x 10/15 | Student Answer: 1 12/13,conv-c
Problem: 2 7/11 x 10/15 | Student Answer: 19/26,conv-d
Problem: 2 7/11 x 10/15 | Student Answer: -1 25/33,po-a
Problem: 2 7/11 x 10/15 | Student Answer: 33/58,po-b
Problem: 2 7/11 x 10/15 | Student Answer: -4 3/4,po-c
Problem: 2 7/11 x 10/15 | Student Answer: 13/55,po-d
Problem: 2 7/11 x 10/15 | Student Answer: 11 2/13,pf-a
Problem: 2 7/11 x 10/15 | Student Answer: 26 4/11,pf-b
Problem: 2 7/11 x 10/15 | Student Answer: 13/55,pf-c
Problem: 2 7/11 x 10/15 | Student Answer: 1 3/26,pf-d
Problem: 2 7/11 x 10/15 | Student Answer: -9 3/4,pf-e
Problem: 2 7/11 x 10/15 | Student Answer: 3 17/33,a
Problem: 1 1/6 x 3 1/13 | Student Answer: 2 9/19,conv-a
Problem: 1 1/6 x 3 1/13 | Student Answer: 91/240,conv-b
Problem: 1 1/6 x 3 1/13 | Student Answer: 2 15/19,conv-c
Problem: 1 1/6 x 3 1/13 | Student Answer: -1 14/19,conv-d
Problem: 1 1/6 x 3 1/13 | Student Answer: -3 23/39,po-a
Problem: 1 1/6 x 3 1/13 | Student Answer: 39/140,po-b
Problem: 1 1/6 x 3 1/13 | Student Answer: 4 5/7,po-c
Problem: 1 1/6 x 3 1/13 | Student Answer: 47/78,po-d
Problem: 1 1/6 x 3 1/13 | Student Answer: 14 14/19,pf-a
Problem: 1 1/6 x 3 1/13 | Student Answer: 46 2/3,pf-b
Problem: 1 1/6 x 3 1/13 | Student Answer: 47/78,pf-c
Problem: 1 1/6 x 3 1/13 | Student Answer: 7/19,pf-d
Problem: 1 1/6 x 3 1/13 | Student Answer: -6 5/7,pf-e
Problem: 1 1/6 x 3 1/13 | Student Answer: 3 22/39,a
Problem: 2 5/11 + 3 10/13 | Student Answer: 9 36/143,conv-a
Problem: 2 5/11 + 3 10/13 | Student Answer: 11 1/27,conv-b
Problem: 2 5/11 + 3 10/13 | Student Answer: 2 60/143,conv-c
Problem: 2 5/11 + 3 10/13 | Student Answer: -11/12,conv-d
Problem: 2 5/11 + 3 10/13 | Student Answer: -6 32/143,po-a
Problem: 2 5/11 + 3 10/13 | Student Answer: 143/890,po-b
Problem: 2 5/11 + 3 10/13 | Student Answer: 9 36/143,po-c
Problem: 2 5/11 + 3 10/13 | Student Answer: 76/143,po-d
Problem: 2 5/11 + 3 10/13 | Student Answer: 89 9/11,pf-a
Problem: 2 5/11 + 3 10/13 | Student Answer: 5 11/13,pf-b
Problem: 2 5/11 + 3 10/13 | Student Answer: -11/12,pf-c
Problem: 2 5/11 + 3 10/13 | Student Answer: -2/1,pf-d
Problem: 2 5/11 + 3 10/13 | Student Answer: -38/1,pf-e
Problem: 2 5/11 + 3 10/13 | Student Answer: 6 13/72,a
Problem: 1/15 - 2 5/13 | Student Answer: 2 106/195,conv-a
Problem: 1/15 - 2 5/13 | Student Answer: 1/15,conv-b
Problem: 1/15 - 2 5/13 | Student Answer: 1 19/28,conv-c
Problem: 1/15 - 2 5/13 | Student Answer: -15/1,conv-d
Problem: 1/15 - 2 5/13 | Student Answer: 2 62/195,po-a
Problem: 1/15 - 2 5/13 | Student Answer: -195/452,po-b
Problem: 1/15 - 2 5/13 | Student Answer: 31/195,po-c
Problem: 1/15 - 2 5/13 | Student Answer: 32/195,po-d
Problem: 1/15 - 2 5/13 | Student Answer: 27 11/15,pf-a
Problem: 1/15 - 2 5/13 | Student Answer: 2 6/13,pf-b
Problem: 1/15 - 2 5/13 | Student Answer: 1 3/28,pf-c
Problem: 1/15 - 2 5/13 | Student Answer: 2 6/13,pf-d
Problem: 1/15 - 2 5/13 | Student Answer: -2/13,pf-e
Problem: 1/15 - 2 5/13 | Student Answer: -2 21/65,a
Problem: 1/5 + 3 6/17 | Student Answer: 4 2/85,conv-a
Problem: 1/5 + 3 6/17 | Student Answer: 1/5,conv-b
Problem: 1/5 + 3 6/17 | Student Answer: 4 2/85,conv-c
Problem: 1/5 + 3 6/17 | Student Answer: -2 6/11,conv-d
Problem: 1/5 + 3 6/17 | Student Answer: -3 47/85,po-a
Problem: 1/5 + 3 6/17 | Student Answer: 85/302,po-b
Problem: 1/5 + 3 6/17 | Student Answer: 57/85,po-c
Problem: 1/5 + 3 6/17 | Student Answer: 58/85,po-d
Problem: 1/5 + 3 6/17 | Student Answer: 2 7/11,pf-a
Problem: 1/5 + 3 6/17 | Student Answer: 11 3/5,pf-b
Problem: 1/5 + 3 6/17 | Student Answer: 2 13/22,pf-c
Problem: 1/5 + 3 6/17 | Student Answer: 11 2/5,pf-d
Problem: 1/5 + 3 6/17 | Student Answer: -4 5/6,pf-e
Problem: 1/5 + 3 6/17 | Student Answer: 7 9/85,a
Problem: 2/5 - 5/10 | Student Answer: 7/10,conv-a
Problem: 2/5 - 5/10 | Student Answer: 1/2,conv-b
Problem: 2/5 - 5/10 | Student Answer: 7/10,conv-c
Problem: 2/5 - 5/10 | Student Answer: 3/5,conv-d
Problem: 2/5 - 5/10 | Student Answer: 1/10,po-a
Problem: 2/5 - 5/10 | Student Answer: -10/1,po-b
Problem: 2/5 - 5/10 | Student Answer: 1/5,po-c
Problem: 2/5 - 5/10 | Student Answer: 7/50,po-d
Problem: 2/5 - 5/10 | Student Answer: 7/15,pf-a
Problem: 2/5 - 5/10 | Student Answer: 7/10,pf-b
Problem: 2/5 - 5/10 | Student Answer: 4/15,pf-c
Problem: 2/5 - 5/10 | Student Answer: 2/1,pf-d
Problem: 2/5 - 5/10 | Student Answer: -3/50,pf-e
Problem: 2/5 - 5/10 | Student Answer: 0/1,a
Problem: 1/2 + 1/5 | Student Answer: 4/7,conv-a
Problem: 1/2 + 1/5 | Student Answer: 3/1,conv-b
Problem: 1/2 + 1/5 | Student Answer: 4/7,conv-c
Problem: 1/2 + 1/5 | Student Answer: 0/1,conv-d
Problem: 1/2 + 1/5 | Student Answer: -7/10,po-a
Problem: 1/2 + 1/5 | Student Answer: 1 3/7,po-b
Problem: 1/2 + 1/5 | Student Answer: 1/10,po-c
Problem: 1/2 + 1/5 | Student Answer: 1/5,po-d
Problem: 1/2 + 1/5 | Student Answer: -2/3,pf-a
Problem: 1/2 + 1/5 | Student Answer: 1/1,pf-b
Problem: 1/2 + 1/5 | Student Answer: 1/7,pf-c
Problem: 1/2 + 1/5 | Student Answer: 1/2,pf-d
Problem: 1/2 + 1/5 | Student Answer: -2/3,pf-e
Problem: 1/2 + 1/5 | Student Answer: 3/5,a
Problem: 6/19 ÷ 9/18 | Student Answer: 34/37,conv-a
Problem: 6/19 ÷ 9/18 | Student Answer: 3/19,conv-b
Problem: 6/19 ÷ 9/18 | Student Answer: 41/114,conv-c
Problem: 6/19 ÷ 9/18 | Student Answer: -3/37,conv-d
Problem: 6/19 ÷ 9/18 | Student Answer: -12/19,po-a
Problem: 6/19 ÷ 9/18 | Student Answer: 1 7/12,po-b
Problem: 6/19 ÷ 9/18 | Student Answer: 15/37,po-c
Problem: 6/19 ÷ 9/18 | Student Answer: 12/19,po-d
Problem: 6/19 ÷ 9/18 | Student Answer: 1 17/37,pf-a
Problem: 6/19 ÷ 9/18 | Student Answer: 2 16/19,pf-b
Problem: 6/19 ÷ 9/18 | Student Answer: 5/114,pf-c
Problem: 6/19 ÷ 9/18 | Student Answer: 6/37,pf-d
Problem: 6/19 ÷ 9/18 | Student Answer: 15/1,pf-e
Problem: 6/19 ÷ 9/18 | Student Answer: 1 5/19,a
Problem: 5/7 + 1/6 | Student Answer: 6/13,conv-a
Problem: 5/7 + 1/6 | Student Answer: 5/7,conv-b
Problem: 5/7 + 1/6 | Student Answer: 1/1,conv-c
Problem: 5/7 + 1/6 | Student Answer: 4/13,conv-d
Problem: 5/7 + 1/6 | Student Answer: -37/42,po-a
Problem: 5/7 + 1/6 | Student Answer: 1 5/37,po-b
Problem: 5/7 + 1/6 | Student Answer: 5/42,po-c
Problem: 5/7 + 1/6 | Student Answer: 1/7,po-d
Problem: 5/7 + 1/6 | Student Answer: 6/1,pf-a
Problem: 5/7 + 1/6 | Student Answer: 6/7,pf-b
Problem: 5/7 + 1/6 | Student Answer: 2 4/13,pf-c
Problem: 5/7 + 1/6 | Student Answer: 4/7,pf-d
Problem: 5/7 + 1/6 | Student Answer: 6/1,pf-e
Problem: 5/7 + 1/6 | Student Answer: 1 16/21,a
Problem: 1/14 x 3/7 | Student Answer: 1/14,conv-a
Problem: 1/14 x 3/7 | Student Answer: 1/6,conv-b
Problem: 1/14 x 3/7 | Student Answer: 45/98,conv-c
Problem: 1/14 x 3/7 | Student Answer: -2/21,conv-d
Problem: 1/14 x 3/7 | Student Answer: -3/98,po-a
Problem: 1/14 x 3/7 | Student Answer: 32 2/3,po-b
Problem: 1/14 x 3/7 | Student Answer: -2/7,po-c
Problem: 1/14 x 3/7 | Student Answer: 2/49,po-d
Problem: 1/14 x 3/7 | Student Answer: 1/7,pf-a
Problem: 1/14 x 3/7 | Student Answer: 3/14,pf-b
Problem: 1/14 x 3/7 | Student Answer: 2/49,pf-c
Problem: 1/14 x 3/7 | Student Answer: 1/21,pf-d
Problem: 1/14 x 3/7 | Student Answer: 4/7,pf-e
Problem: 1/14 x 3/7 | Student Answer: 1/49,a
Problem: 5/11 ÷ 2 3/20 | Student Answer: 1 28/31,conv-a
Problem: 5/11 ÷ 2 3/20 | Student Answer: 43/44,conv-b
Problem: 5/11 ÷ 2 3/20 | Student Answer: 3 7/55,conv-c
Problem: 5/11 ÷ 2 3/20 | Student Answer: -1 7/31,conv-d
Problem: 5/11 ÷ 2 3/20 | Student Answer: -100/473,po-a
Problem: 5/11 ÷ 2 3/20 | Student Answer: 4 73/100,po-b
Problem: 5/11 ÷ 2 3/20 | Student Answer: 1 17/31,po-c
Problem: 5/11 ÷ 2 3/20 | Student Answer: 100/473,po-d
Problem: 5/11 ÷ 2 3/20 | Student Answer: 6 29/31,pf-a
Problem: 5/11 ÷ 2 3/20 | Student Answer: 19 6/11,pf-b
Problem: 5/11 ÷ 2 3/20 | Student Answer: 12/55,pf-c
Problem: 5/11 ÷ 2 3/20 | Student Answer: 5/31,pf-d
Problem: 5/11 ÷ 2 3/20 | Student Answer: -5 1/3,pf-e
Problem: 5/11 ÷ 2 3/20 | Student Answer: 50/237,a
Problem: 1/5 ÷ 1/3 | Student Answer: 7/8,conv-a
Problem: 1/5 ÷ 1/3 | Student Answer: 1/15,conv-b
Problem: 1/5 ÷ 1/3 | Student Answer: 2/5,conv-c
Problem: 1/5 ÷ 1/3 | Student Answer: 0/1,conv-d
Problem: 1/5 ÷ 1/3 | Student Answer: -3/5,po-a
Problem: 1/5 ÷ 1/3 | Student Answer: 1 2/3,po-b
Problem: 1/5 ÷ 1/3 | Student Answer: 1/4,po-c
Problem: 1/5 ÷ 1/3 | Student Answer: 3/5,po-d
Problem: 1/5 ÷ 1/3 | Student Answer: 1/8,pf-a
Problem: 1/5 ÷ 1/3 | Student Answer: 1/5,pf-b
Problem: 1/5 ÷ 1/3 | Student Answer: 2/15,pf-c
Problem: 1/5 ÷ 1/3 | Student Answer: 1/8,pf-d
Problem: 1/5 ÷ 1/3 | Student Answer: 1/1,pf-e
Problem: 1/5 ÷ 1/3 | Student Answer: 4/5,a
Problem: 4/5 - 1 2/4 | Student Answer: 1 1/5,conv-a
Problem: 4/5 - 1 2/4 | Student Answer: 4/5,conv-b
Problem: 4/5 - 1 2/4 | Student Answer: 2 7/10,conv-c
Problem: 4/5 - 1 2/4 | Student Answer: -2/1,conv-d
Problem: 4/5 - 1 2/4 | Student Answer: 7/10,po-a
Problem: 4/5 - 1 2/4 | Student Answer: -1 3/7,po-b
Problem: 4/5 - 1 2/4 | Student Answer: 1 1/5,po-c
Problem: 4/5 - 1 2/4 | Student Answer: 1/2,po-d
Problem: 4/5 - 1 2/4 | Student Answer: 8/1,pf-a
Problem: 4/5 - 1 2/4 | Student Answer: 2 1/2,pf-b
Problem: 4/5 - 1 2/4 | Student Answer: 2 2/3,pf-c
Problem: 4/5 - 1 2/4 | Student Answer: -2/5,pf-d
Problem: 4/5 - 1 2/4 | Student Answer: -1/10,pf-e
Problem: 4/5 - 1 2/4 | Student Answer: -7/11,a
Problem: 1/2 - 2 1/5 | Student Answer: 3 3/10,conv-a
Problem: 1/2 - 2 1/5 | Student Answer: 2 1/5,conv-b
Problem: 1/2 - 2 1/5 | Student Answer: 3 3/10,conv-c
Problem: 1/2 - 2 1/5 | Student Answer: 3 1/3,conv-d
Problem: 1/2 - 2 1/5 | Student Answer: 1 7/10,po-a
Problem: 1/2 - 2 1/5 | Student Answer: -10/17,po-b
Problem: 1/2 - 2 1/5 | Student Answer: 1 1/10,po-c
Problem: 1/2 - 2 1/5 | Student Answer: 1 1/5,po-d
Problem: 1/2 - 2 1/5 | Student Answer: -4/1,pf-a
Problem: 1/2 - 2 1/5 | Student Answer: 2 2/5,pf-b
Problem: 1/2 - 2 1/5 | Student Answer: -1 3/7,pf-c
Problem: 1/2 - 2 1/5 | Student Answer: 2 2/5,pf-d
Problem: 1/2 - 2 1/5 | Student Answer: -1/1,pf-e
Problem: 1/2 - 2 1/5 | Student Answer: -3 2/5,a
Problem: 4/6 ÷ 9/15 | Student Answer: 2/3,conv-a
Problem: 4/6 ÷ 9/15 | Student Answer: 2/5,conv-b
Problem: 4/6 ÷ 9/15 | Student Answer: 11/30,conv-c
Problem: 4/6 ÷ 9/15 | Student Answer: -5/21,conv-d
Problem: 4/6 ÷ 9/15 | Student Answer: -1 1/9,po-a
Problem: 4/6 ÷ 9/15 | Student Answer: 9/10,po-b
Problem: 4/6 ÷ 9/15 | Student Answer: 13/21,po-c
Problem: 4/6 ÷ 9/15 | Student Answer: 1 1/9,po-d
Problem: 4/6 ÷ 9/15 | Student Answer: 1 5/7,pf-a
Problem: 4/6 ÷ 9/15 | Student Answer: 6/1,pf-b
Problem: 4/6 ÷ 9/15 | Student Answer: 13/90,pf-c
Problem: 4/6 ÷ 9/15 | Student Answer: 4/21,pf-d
Problem: 4/6 ÷ 9/15 | Student Answer: -1 4/9,pf-e
Problem: 4/6 ÷ 9/15 | Student Answer: 2 2/9,a
Problem: 7/13 ÷ 1/20 | Student Answer: 1/13,conv-a
Problem: 7/13 ÷ 1/20 | Student Answer: 7/260,conv-b
Problem: 7/13 ÷ 1/20 | Student Answer: 1/13,conv-c
Problem: 7/13 ÷ 1/20 | Student Answer: 2/11,conv-d
Problem: 7/13 ÷ 1/20 | Student Answer: -10 10/13,po-a
Problem: 7/13 ÷ 1/20 | Student Answer: 13/140,po-b
Problem: 7/13 ÷ 1/20 | Student Answer: 8/33,po-c
Problem: 7/13 ÷ 1/20 | Student Answer: 10 10/13,po-d
Problem: 7/13 ÷ 1/20 | Student Answer: 7/33,pf-a
Problem: 7/13 ÷ 1/20 | Student Answer: 7/13,pf-b
Problem: 7/13 ÷ 1/20 | Student Answer: 2/65,pf-c
Problem: 7/13 ÷ 1/20 | Student Answer: 7/33,pf-d
Problem: 7/13 ÷ 1/20 | Student Answer: -1 1/7,pf-e
Problem: 7/13 ÷ 1/20 | Student Answer: 10 11/13,a
Problem: 4 6/9 + 10/12 | Student Answer: 2 10/21,conv-a
Problem: 4 6/9 + 10/12 | Student Answer: 4 2/3,conv-b
Problem: 4 6/9 + 10/12 | Student Answer: 2 19/21,conv-c
Problem: 4 6/9 + 10/12 | Student Answer: 1 11/21,conv-d
Problem: 4 6/9 + 10/12 | Student Answer: -5 1/2,po-a
Problem: 4 6/9 + 10/12 | Student Answer: 2/11,po-b
Problem: 4 6/9 + 10/12 | Student Answer: 3 8/9,po-c
Problem: 4 6/9 + 10/12 | Student Answer: 13/27,po-d
Problem: 4 6/9 + 10/12 | Student Answer: 2 10/21,pf-a
Problem: 4 6/9 + 10/12 | Student Answer: 5 7/9,pf-b
Problem: 4 6/9 + 10/12 | Student Answer: 20/1,pf-c
Problem: 4 6/9 + 10/12 | Student Answer: 3 5/9,pf-d
Problem: 4 6/9 + 10/12 | Student Answer: -17 1/3,pf-e
Problem: 4 6/9 + 10/12 | Student Answer: 11/1,a
Problem: 5/7 + 5 7/15 | Student Answer: 3 19/21,conv-a
Problem: 5/7 + 5 7/15 | Student Answer: 5 7/15,conv-b
Problem: 5/7 + 5 7/15 | Student Answer: 4 3/11,conv-c
Problem: 5/7 + 5 7/15 | Student Answer: -3 1/2,conv-d
Problem: 5/7 + 5 7/15 | Student Answer: -6 19/105,po-a
Problem: 5/7 + 5 7/15 | Student Answer: 105/649,po-b
Problem: 5/7 + 5 7/15 | Student Answer: 3 19/21,po-c
Problem: 5/7 + 5 7/15 | Student Answer: 29/35,po-d
Problem: 5/7 + 5 7/15 | Student Answer: 3 21/22,pf-a
